2022-01-11 23:50:38:596	[DEBUG]	Failed to register win-ca
2022-01-11 23:50:38:600	[INFO]	Set debug mode to false
2022-01-11 23:50:39:529	[DEBUG]	Epic Games Launcher is not installed
2022-01-11 23:50:41:553	[DEBUG]	Setting profile to dcheva.30
2022-01-11 23:50:41:680	[DEBUG]	install: [], uninstall: [], enable: [], disable: [], update: []
2022-01-11 23:50:43:221	[DEBUG]	Validating SML
2022-01-11 23:50:43:222	[DEBUG]	Validating FactoryGame
2022-01-11 23:50:43:222	[DEBUG]	Validating MarcioCommonLibs
2022-01-11 23:50:43:222	[DEBUG]	Validating avMallLib
2022-01-11 23:50:43:222	[DEBUG]	Validating StackOverload
2022-01-11 23:50:43:222	[DEBUG]	Validating TenTimesAwesomePoints
2022-01-11 23:50:43:222	[DEBUG]	Validating SmartFoundations
2022-01-11 23:50:43:222	[DEBUG]	Validating FasterManualCrafting
2022-01-11 23:50:43:222	[DEBUG]	Validating SatisfactoryHelper
2022-01-11 23:50:43:222	[DEBUG]	Validating x3_splitter_merger_pole
2022-01-11 23:50:43:222	[DEBUG]	Validating FlashlightSettings
2022-01-11 23:50:43:222	[DEBUG]	Validating MAMTips
2022-01-11 23:50:43:222	[DEBUG]	Validating BeltfedBiomassBurner
2022-01-11 23:50:43:222	[DEBUG]	Validating FastForward
2022-01-11 23:50:43:222	[DEBUG]	Validating NoFallingGifts
2022-01-11 23:50:43:222	[DEBUG]	Validating ContainerScreen
2022-01-11 23:50:43:222	[DEBUG]	Validating NoEarlyAccess
2022-01-11 23:50:43:222	[DEBUG]	Validating MicroManage
2022-01-11 23:50:43:222	[DEBUG]	Validating Cellphone
2022-01-11 23:50:43:222	[DEBUG]	Validating MiniMap
2022-01-11 23:50:43:222	[DEBUG]	Validating SimpleCodex
2022-01-11 23:50:43:223	[DEBUG]	Validating VanishGiraffer
2022-01-11 23:50:43:223	[DEBUG]	Validating SpaceMarket
2022-01-11 23:50:43:223	[DEBUG]	Validating DaisyChainPowerCables
2022-01-11 23:50:43:223	[DEBUG]	Validating PermaDay
2022-01-11 23:50:43:223	[DEBUG]	Validating EasyCheat
2022-01-11 23:50:43:223	[DEBUG]	Validating FicsitTrading
2022-01-11 23:50:43:223	[DEBUG]	Validating NoFog
2022-01-11 23:50:43:223	[DEBUG]	Validating WallPipeSupports
2022-01-11 23:50:43:223	[DEBUG]	Validating WallHoleConveyor
2022-01-11 23:50:43:223	[DEBUG]	Validating WallConveyorSupports
2022-01-11 23:50:43:223	[DEBUG]	Validating Hopper
2022-01-11 23:50:43:223	[DEBUG]	Validating Dispenser
2022-01-11 23:50:43:223	[DEBUG]	Validating UtilityMod
2022-01-11 23:50:43:224	[DEBUG]	Items: {"StackOverload":"2.0.5","SML":"3.3.0","TenTimesAwesomePoints":"1.0.1","SmartFoundations":"17.0.11","FasterManualCrafting":"1.1.0","SatisfactoryHelper":"2.0.3","x3_splitter_merger_pole":"1.1.2","FlashlightSettings":"1.0.1","MAMTips":"0.4.1","MarcioCommonLibs":"1.1.0","BeltfedBiomassBurner":"1.1.1","FastForward":"1.0.0","NoFallingGifts":"1.0.0","ContainerScreen":"1.0.2","NoEarlyAccess":"1.0.2","MicroManage":"0.9.11","Cellphone":"1.0.5","MiniMap":"1.0.11","SimpleCodex":"1.0.2","VanishGiraffer":"1.0.1","SpaceMarket":"2.0.1","DaisyChainPowerCables":"2.0.2","PermaDay":"1.0.2","EasyCheat":"1.0.7","FicsitTrading":"2.0.0","NoFog":"2.0.0","WallPipeSupports":"2.1.2","WallHoleConveyor":"2.0.2","WallConveyorSupports":"1.1.0","Hopper":"3.3.2","avMallLib":"2.2.1","Dispenser":"3.3.2","UtilityMod":"0.5.4"}
2022-01-11 23:50:43:347	[DEBUG]	Mismatches: {"install":{},"uninstall":[]}
2022-01-11 23:50:43:360	[DEBUG]	Forcing cache reload
2022-01-11 23:50:43:360	[DEBUG]	Loading mod cache
2022-01-11 23:50:46:856	[DEBUG]	Validating StackOverload
2022-01-11 23:50:46:858	[DEBUG]	Validating SML
2022-01-11 23:50:46:858	[DEBUG]	Validating FactoryGame
2022-01-11 23:50:46:858	[DEBUG]	Validating TenTimesAwesomePoints
2022-01-11 23:50:46:858	[DEBUG]	Validating SML
2022-01-11 23:50:46:858	[DEBUG]	Validating SmartFoundations
2022-01-11 23:50:46:861	[DEBUG]	Validating SML
2022-01-11 23:50:46:861	[DEBUG]	Validating FasterManualCrafting
2022-01-11 23:50:46:861	[DEBUG]	Validating SML
2022-01-11 23:50:46:861	[DEBUG]	Validating SatisfactoryHelper
2022-01-11 23:50:46:862	[DEBUG]	Validating SML
2022-01-11 23:50:46:862	[DEBUG]	Validating x3_splitter_merger_pole
2022-01-11 23:50:46:863	[DEBUG]	Validating SML
2022-01-11 23:50:46:863	[DEBUG]	Validating FlashlightSettings
2022-01-11 23:50:46:864	[DEBUG]	Validating SML
2022-01-11 23:50:46:864	[DEBUG]	Validating MAMTips
2022-01-11 23:50:46:865	[DEBUG]	Validating SML
2022-01-11 23:50:46:865	[DEBUG]	Validating BeltfedBiomassBurner
2022-01-11 23:50:46:865	[DEBUG]	Validating SML
2022-01-11 23:50:46:865	[DEBUG]	Validating FastForward
2022-01-11 23:50:46:866	[DEBUG]	Validating SML
2022-01-11 23:50:46:866	[DEBUG]	Validating NoFallingGifts
2022-01-11 23:50:46:866	[DEBUG]	Validating SML
2022-01-11 23:50:46:866	[DEBUG]	Validating ContainerScreen
2022-01-11 23:50:46:866	[DEBUG]	Validating SML
2022-01-11 23:50:46:866	[DEBUG]	Validating NoEarlyAccess
2022-01-11 23:50:46:867	[DEBUG]	Validating SML
2022-01-11 23:50:46:867	[DEBUG]	Validating MicroManage
2022-01-11 23:50:46:870	[DEBUG]	Validating SML
2022-01-11 23:50:46:870	[DEBUG]	Validating Cellphone
2022-01-11 23:50:46:871	[DEBUG]	Validating SML
2022-01-11 23:50:46:871	[DEBUG]	Validating MiniMap
2022-01-11 23:50:46:872	[DEBUG]	Validating SML
2022-01-11 23:50:46:872	[DEBUG]	Validating SimpleCodex
2022-01-11 23:50:46:872	[DEBUG]	Validating SML
2022-01-11 23:50:46:872	[DEBUG]	Validating VanishGiraffer
2022-01-11 23:50:46:873	[DEBUG]	Validating SML
2022-01-11 23:50:46:873	[DEBUG]	Validating SpaceMarket
2022-01-11 23:50:46:873	[DEBUG]	Validating SML
2022-01-11 23:50:46:873	[DEBUG]	Validating DaisyChainPowerCables
2022-01-11 23:50:46:874	[DEBUG]	Validating SML
2022-01-11 23:50:46:874	[DEBUG]	Validating PermaDay
2022-01-11 23:50:46:875	[DEBUG]	Validating SML
2022-01-11 23:50:46:875	[DEBUG]	Validating EasyCheat
2022-01-11 23:50:46:876	[DEBUG]	Validating SML
2022-01-11 23:50:46:876	[DEBUG]	Validating FicsitTrading
2022-01-11 23:50:46:877	[DEBUG]	Validating SML
2022-01-11 23:50:46:877	[DEBUG]	Validating NoFog
2022-01-11 23:50:46:877	[DEBUG]	Validating SML
2022-01-11 23:50:46:878	[DEBUG]	Validating WallPipeSupports
2022-01-11 23:50:46:878	[DEBUG]	Validating MarcioCommonLibs
2022-01-11 23:50:47:065	[DEBUG]	Validating SML
2022-01-11 23:50:47:065	[DEBUG]	Validating SML
2022-01-11 23:50:47:065	[DEBUG]	Validating WallHoleConveyor
2022-01-11 23:50:47:066	[DEBUG]	Validating SML
2022-01-11 23:50:47:066	[DEBUG]	Validating WallConveyorSupports
2022-01-11 23:50:47:067	[DEBUG]	Validating SML
2022-01-11 23:50:47:067	[DEBUG]	Validating MarcioCommonLibs
2022-01-11 23:50:47:067	[DEBUG]	Validating Hopper
2022-01-11 23:50:47:069	[DEBUG]	Validating SML
2022-01-11 23:50:47:069	[DEBUG]	Validating avMallLib
2022-01-11 23:50:47:255	[DEBUG]	Validating SML
2022-01-11 23:50:47:255	[DEBUG]	Validating Dispenser
2022-01-11 23:50:47:258	[DEBUG]	Validating SML
2022-01-11 23:50:47:258	[DEBUG]	Validating avMallLib
2022-01-11 23:50:47:258	[DEBUG]	Validating UtilityMod
2022-01-11 23:50:47:261	[DEBUG]	Validating SML
