2021-12-25 04:55:35:798	[DEBUG]	Failed to register win-ca
2021-12-25 04:55:35:802	[INFO]	Set debug mode to false
2021-12-25 04:55:36:557	[DEBUG]	Epic Games Launcher is not installed
2021-12-25 04:55:38:337	[DEBUG]	Setting profile to modded
2021-12-25 04:55:38:456	[DEBUG]	install: [], uninstall: [], enable: [], disable: [], update: []
2021-12-25 04:55:38:457	[DEBUG]	Items: {}
2021-12-25 04:55:38:459	[DEBUG]	Mismatches: {"install":{},"uninstall":[]}
2021-12-25 04:55:38:465	[DEBUG]	Forcing cache reload
2021-12-25 04:56:16:932	[DEBUG]	Setting profile to dcheva
2021-12-25 04:56:17:062	[DEBUG]	install: [], uninstall: [], enable: [], disable: [], update: []
2021-12-25 04:56:21:472	[DEBUG]	Validating MiniMap
2021-12-25 04:56:21:656	[DEBUG]	Validating SML
2021-12-25 04:56:22:181	[DEBUG]	Validating FactoryGame
2021-12-25 04:56:22:182	[DEBUG]	Validating Additional_300_Inventory_Slots
2021-12-25 04:56:22:361	[DEBUG]	Validating SML
2021-12-25 04:56:22:361	[DEBUG]	Validating MK22k20
2021-12-25 04:56:22:888	[DEBUG]	Validating SML
2021-12-25 04:56:22:888	[DEBUG]	Validating RefinedPower
2021-12-25 04:56:23:074	[DEBUG]	Validating ModularUI
2021-12-25 04:56:23:449	[DEBUG]	Validating SML
2021-12-25 04:56:23:449	[DEBUG]	Validating RefinedRDLib
2021-12-25 04:56:23:900	[DEBUG]	Validating SML
2021-12-25 04:56:23:900	[DEBUG]	Validating SML
2021-12-25 04:56:23:900	[DEBUG]	Validating SmartFoundations
2021-12-25 04:56:24:084	[DEBUG]	Validating SML
2021-12-25 04:56:24:084	[DEBUG]	Validating MoreMilestones
2021-12-25 04:56:24:278	[DEBUG]	Validating SML
2021-12-25 04:56:24:278	[DEBUG]	Validating OtherComp3
2021-12-25 04:56:24:645	[DEBUG]	Validating SML
2021-12-25 04:56:24:645	[DEBUG]	Validating ComplementMoreMilestone
2021-12-25 04:56:25:011	[DEBUG]	Validating SML
2021-12-25 04:56:25:012	[DEBUG]	Validating FloorHole
2021-12-25 04:56:25:193	[DEBUG]	Validating SML
2021-12-25 04:56:25:193	[DEBUG]	Validating StorageTeleporter
2021-12-25 04:56:25:376	[DEBUG]	Validating SML
2021-12-25 04:56:25:376	[DEBUG]	Validating UtilityMod
2021-12-25 04:56:25:889	[DEBUG]	Validating SML
2021-12-25 04:56:25:890	[DEBUG]	Items: {"MiniMap":"1.0.11","SML":"3.3.0","Additional_300_Inventory_Slots":"5.0.3","MK22k20":"5.1.5","RefinedPower":"3.0.6","ModularUI":"2.0.7","RefinedRDLib":"1.0.4","SmartFoundations":"17.0.11","MoreMilestones":"1.0.20","OtherComp3":"1.0.2","ComplementMoreMilestone":"1.0.3","FloorHole":"2.0.10","StorageTeleporter":"1.0.4","UtilityMod":"0.5.3"}
2021-12-25 04:56:25:890	[DEBUG]	Mismatches: {"install":{"SML":"3.3.0","MiniMap":"1.0.11","Additional_300_Inventory_Slots":"5.0.3","MK22k20":"5.1.5","RefinedPower":"3.0.6","ModularUI":"2.0.7","RefinedRDLib":"1.0.4","SmartFoundations":"17.0.11","MoreMilestones":"1.0.20","OtherComp3":"1.0.2","ComplementMoreMilestone":"1.0.3","FloorHole":"2.0.10","StorageTeleporter":"1.0.4","UtilityMod":"0.5.3"},"uninstall":[]}
2021-12-25 04:56:25:890	[DEBUG]	Copying SML to Satisfactory install
2021-12-25 04:56:25:891	[DEBUG]	Installing SML@3.3.0
2021-12-25 04:56:25:891	[DEBUG]	SML@3.3.0 is not cached. Downloading
2021-12-25 04:56:28:179	[DEBUG]	Copying MiniMap@1.0.11 to Satisfactory install
2021-12-25 04:56:28:179	[DEBUG]	Copying Additional_300_Inventory_Slots@5.0.3 to Satisfactory install
2021-12-25 04:56:28:179	[DEBUG]	Copying MK22k20@5.1.5 to Satisfactory install
2021-12-25 04:56:28:179	[DEBUG]	Copying RefinedPower@3.0.6 to Satisfactory install
2021-12-25 04:56:28:179	[DEBUG]	Copying ModularUI@2.0.7 to Satisfactory install
2021-12-25 04:56:28:180	[DEBUG]	Copying RefinedRDLib@1.0.4 to Satisfactory install
2021-12-25 04:56:28:180	[DEBUG]	Copying SmartFoundations@17.0.11 to Satisfactory install
2021-12-25 04:56:28:180	[DEBUG]	Copying MoreMilestones@1.0.20 to Satisfactory install
2021-12-25 04:56:28:180	[DEBUG]	Copying OtherComp3@1.0.2 to Satisfactory install
2021-12-25 04:56:28:180	[DEBUG]	Copying ComplementMoreMilestone@1.0.3 to Satisfactory install
2021-12-25 04:56:28:180	[DEBUG]	Copying FloorHole@2.0.10 to Satisfactory install
2021-12-25 04:56:28:180	[DEBUG]	Copying StorageTeleporter@1.0.4 to Satisfactory install
2021-12-25 04:56:28:180	[DEBUG]	Copying UtilityMod@0.5.3 to Satisfactory install
2021-12-25 04:56:28:180	[DEBUG]	MiniMap@1.0.11 is not downloaded. Downloading now.
2021-12-25 04:56:28:181	[DEBUG]	Additional_300_Inventory_Slots@5.0.3 is not downloaded. Downloading now.
2021-12-25 04:56:28:181	[DEBUG]	MK22k20@5.1.5 is not downloaded. Downloading now.
2021-12-25 04:56:28:181	[DEBUG]	RefinedPower@3.0.6 is not downloaded. Downloading now.
2021-12-25 04:56:28:181	[DEBUG]	ModularUI@2.0.7 is not downloaded. Downloading now.
2021-12-25 04:56:28:181	[DEBUG]	RefinedRDLib@1.0.4 is not downloaded. Downloading now.
2021-12-25 04:56:28:182	[DEBUG]	SmartFoundations@17.0.11 is not downloaded. Downloading now.
2021-12-25 04:56:28:182	[DEBUG]	MoreMilestones@1.0.20 is not downloaded. Downloading now.
2021-12-25 04:56:28:182	[DEBUG]	OtherComp3@1.0.2 is not downloaded. Downloading now.
2021-12-25 04:56:28:182	[DEBUG]	ComplementMoreMilestone@1.0.3 is not downloaded. Downloading now.
2021-12-25 04:56:28:182	[DEBUG]	FloorHole@2.0.10 is not downloaded. Downloading now.
2021-12-25 04:56:28:182	[DEBUG]	StorageTeleporter@1.0.4 is not downloaded. Downloading now.
2021-12-25 04:56:28:182	[DEBUG]	UtilityMod@0.5.3 is not downloaded. Downloading now.
2021-12-25 04:58:40:036	[DEBUG]	Setting profile to dcheva
2021-12-25 04:58:40:194	[DEBUG]	install: [], uninstall: [], enable: [], disable: [], update: []
2021-12-25 04:58:40:198	[DEBUG]	Validating SML
2021-12-25 04:58:40:198	[DEBUG]	Validating FactoryGame
2021-12-25 04:58:40:198	[DEBUG]	Validating ModularUI
2021-12-25 04:58:40:198	[DEBUG]	Validating RefinedRDLib
2021-12-25 04:58:40:198	[DEBUG]	Validating OtherComp3
2021-12-25 04:58:40:198	[DEBUG]	Validating ComplementMoreMilestone
2021-12-25 04:58:40:199	[DEBUG]	Validating MiniMap
2021-12-25 04:58:40:199	[DEBUG]	Validating Additional_300_Inventory_Slots
2021-12-25 04:58:40:199	[DEBUG]	Validating MK22k20
2021-12-25 04:58:40:199	[DEBUG]	Validating RefinedPower
2021-12-25 04:58:40:199	[DEBUG]	Validating SmartFoundations
2021-12-25 04:58:40:199	[DEBUG]	Validating MoreMilestones
